Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/api/tasks/69ba6b94cfc15ea9c122ac47,1,0,119.36940600025991,119.36940600025991,119.36940600025991,119.36940600025991,31.0,0.017339164950200662,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/tasks/69ba6b94cfc15ea9c122ac47,1,0,199.88688100011132,199.88688100011132,199.88688100011132,199.88688100011132,186.0,0.017339164950200662,0.0,200,200,200,200,200,200,200,200,200,200,200
PATCH,/api/tasks/69ba6b94cfc15ea9c122ac47,1,1,71.85022200019375,71.85022200019375,71.85022200019375,71.85022200019375,42.0,0.017339164950200662,0.017339164950200662,72,72,72,72,72,72,72,72,72,72,72
DELETE,/api/tasks/69ba6b94cfc15ea9c122ac48,1,0,124.74995799993849,124.74995799993849,124.74995799993849,124.74995799993849,31.0,0.017339164950200662,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/tasks/69ba6b94cfc15ea9c122ac48,1,0,221.55187999987902,221.55187999987902,221.55187999987902,221.55187999987902,186.0,0.017339164950200662,0.0,220,220,220,220,220,220,220,220,220,220,220
PATCH,/api/tasks/69ba6b94cfc15ea9c122ac48,1,1,49.70188400011466,49.70188400011466,49.70188400011466,49.70188400011466,42.0,0.017339164950200662,0.017339164950200662,50,50,50,50,50,50,50,50,50,50,50
DELETE,/api/tasks/69ba6b95cfc15ea9c122ac49,1,0,206.653992000156,206.653992000156,206.653992000156,206.653992000156,31.0,0.017339164950200662,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/api/tasks/69ba6b95cfc15ea9c122ac49,1,0,114.89688500023476,114.89688500023476,114.89688500023476,114.89688500023476,186.0,0.017339164950200662,0.0,110,110,110,110,110,110,110,110,110,110,110
PATCH,/api/tasks/69ba6b95cfc15ea9c122ac49,1,1,47.40663900020081,47.40663900020081,47.40663900020081,47.40663900020081,42.0,0.017339164950200662,0.017339164950200662,47,47,47,47,47,47,47,47,47,47,47
DELETE,/api/tasks/69ba6b95cfc15ea9c122ac4a,1,0,163.28444000009767,163.28444000009767,163.28444000009767,163.28444000009767,31.0,0.017339164950200662,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/tasks/69ba6b95cfc15ea9c122ac4a,1,0,124.06719299997349,124.06719299997349,124.06719299997349,124.06719299997349,186.0,0.017339164950200662,0.0,120,120,120,120,120,120,120,120,120,120,120
PATCH,/api/tasks/69ba6b95cfc15ea9c122ac4a,1,1,65.49943099980737,65.49943099980737,65.49943099980737,65.49943099980737,42.0,0.017339164950200662,0.017339164950200662,65,65,65,65,65,65,65,65,65,65,65
DELETE,/api/tasks/69ba6b95cfc15ea9c122ac4b,1,0,182.45716699993864,182.45716699993864,182.45716699993864,182.45716699993864,31.0,0.017339164950200662,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/tasks/69ba6b95cfc15ea9c122ac4b,1,0,658.2149900000331,658.2149900000331,658.2149900000331,658.2149900000331,186.0,0.017339164950200662,0.0,660,660,660,660,660,660,660,660,660,660,660
PATCH,/api/tasks/69ba6b95cfc15ea9c122ac4b,1,1,295.76008300000467,295.76008300000467,295.76008300000467,295.76008300000467,42.0,0.017339164950200662,0.017339164950200662,300,300,300,300,300,300,300,300,300,300,300
DELETE,/api/tasks/69ba6b95cfc15ea9c122ac4c,1,0,181.61324799984868,181.61324799984868,181.61324799984868,181.61324799984868,31.0,0.017339164950200662,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/tasks/69ba6b95cfc15ea9c122ac4c,1,0,653.0811659999927,653.0811659999927,653.0811659999927,653.0811659999927,186.0,0.017339164950200662,0.0,650,650,650,650,650,650,650,650,650,650,650
PATCH,/api/tasks/69ba6b95cfc15ea9c122ac4c,1,1,301.4562919997843,301.4562919997843,301.4562919997843,301.4562919997843,42.0,0.017339164950200662,0.017339164950200662,300,300,300,300,300,300,300,300,300,300,300
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac4d,1,0,422.16541600009805,422.16541600009805,422.16541600009805,422.16541600009805,31.0,0.017339164950200662,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/api/tasks/69ba6b96cfc15ea9c122ac4d,1,0,118.67613000003985,118.67613000003985,118.67613000003985,118.67613000003985,186.0,0.017339164950200662,0.0,120,120,120,120,120,120,120,120,120,120,120
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac4d,1,1,116.23999400035245,116.23999400035245,116.23999400035245,116.23999400035245,42.0,0.017339164950200662,0.017339164950200662,120,120,120,120,120,120,120,120,120,120,120
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac4e,1,0,419.8898309996366,419.8898309996366,419.8898309996366,419.8898309996366,31.0,0.017339164950200662,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/api/tasks/69ba6b96cfc15ea9c122ac4e,1,0,114.93939699994371,114.93939699994371,114.93939699994371,114.93939699994371,186.0,0.017339164950200662,0.0,110,110,110,110,110,110,110,110,110,110,110
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac4e,1,1,119.5673679999345,119.5673679999345,119.5673679999345,119.5673679999345,42.0,0.017339164950200662,0.017339164950200662,120,120,120,120,120,120,120,120,120,120,120
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac4f,1,0,331.2777040000583,331.2777040000583,331.2777040000583,331.2777040000583,31.0,0.017339164950200662,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/tasks/69ba6b96cfc15ea9c122ac4f,1,0,166.31116500002463,166.31116500002463,166.31116500002463,166.31116500002463,186.0,0.017339164950200662,0.0,170,170,170,170,170,170,170,170,170,170,170
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac4f,1,1,279.4863350000014,279.4863350000014,279.4863350000014,279.4863350000014,42.0,0.017339164950200662,0.017339164950200662,280,280,280,280,280,280,280,280,280,280,280
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac50,1,0,364.23938400002953,364.23938400002953,364.23938400002953,364.23938400002953,31.0,0.017339164950200662,0.0,360,360,360,360,360,360,360,360,360,360,360
GET,/api/tasks/69ba6b96cfc15ea9c122ac50,1,0,154.46429800022088,154.46429800022088,154.46429800022088,154.46429800022088,186.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac50,1,1,251.02070999992065,251.02070999992065,251.02070999992065,251.02070999992065,42.0,0.017339164950200662,0.017339164950200662,250,250,250,250,250,250,250,250,250,250,250
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac51,1,0,336.9302249998327,336.9302249998327,336.9302249998327,336.9302249998327,31.0,0.017339164950200662,0.0,340,340,340,340,340,340,340,340,340,340,340
GET,/api/tasks/69ba6b96cfc15ea9c122ac51,1,0,151.7180159999043,151.7180159999043,151.7180159999043,151.7180159999043,186.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac51,1,1,277.1790530000544,277.1790530000544,277.1790530000544,277.1790530000544,42.0,0.017339164950200662,0.017339164950200662,280,280,280,280,280,280,280,280,280,280,280
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac52,1,0,365.0371409999025,365.0371409999025,365.0371409999025,365.0371409999025,31.0,0.017339164950200662,0.0,370,370,370,370,370,370,370,370,370,370,370
GET,/api/tasks/69ba6b96cfc15ea9c122ac52,1,0,133.63331699974879,133.63331699974879,133.63331699974879,133.63331699974879,186.0,0.017339164950200662,0.0,130,130,130,130,130,130,130,130,130,130,130
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac52,1,1,284.3165239996779,284.3165239996779,284.3165239996779,284.3165239996779,42.0,0.017339164950200662,0.017339164950200662,280,280,280,280,280,280,280,280,280,280,280
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac53,1,0,331.75894299984066,331.75894299984066,331.75894299984066,331.75894299984066,31.0,0.017339164950200662,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/tasks/69ba6b96cfc15ea9c122ac53,1,0,158.0258550002327,158.0258550002327,158.0258550002327,158.0258550002327,186.0,0.017339164950200662,0.0,160,160,160,160,160,160,160,160,160,160,160
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac53,1,1,290.0395159999789,290.0395159999789,290.0395159999789,290.0395159999789,42.0,0.017339164950200662,0.017339164950200662,290,290,290,290,290,290,290,290,290,290,290
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac54,1,0,332.48281599981055,332.48281599981055,332.48281599981055,332.48281599981055,31.0,0.017339164950200662,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/tasks/69ba6b96cfc15ea9c122ac54,1,0,130.16032899986385,130.16032899986385,130.16032899986385,130.16032899986385,186.0,0.017339164950200662,0.0,130,130,130,130,130,130,130,130,130,130,130
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac54,1,1,281.8676649999361,281.8676649999361,281.8676649999361,281.8676649999361,42.0,0.017339164950200662,0.017339164950200662,280,280,280,280,280,280,280,280,280,280,280
DELETE,/api/tasks/69ba6b96cfc15ea9c122ac55,1,0,183.54886599991005,183.54886599991005,183.54886599991005,183.54886599991005,31.0,0.017339164950200662,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/tasks/69ba6b96cfc15ea9c122ac55,1,0,371.2336049998157,371.2336049998157,371.2336049998157,371.2336049998157,186.0,0.017339164950200662,0.0,370,370,370,370,370,370,370,370,370,370,370
PATCH,/api/tasks/69ba6b96cfc15ea9c122ac55,1,1,215.8523289999721,215.8523289999721,215.8523289999721,215.8523289999721,42.0,0.017339164950200662,0.017339164950200662,220,220,220,220,220,220,220,220,220,220,220
DELETE,/api/tasks/69ba6b97cfc15ea9c122ac56,1,0,672.5355119997403,672.5355119997403,672.5355119997403,672.5355119997403,31.0,0.017339164950200662,0.0,670,670,670,670,670,670,670,670,670,670,670
GET,/api/tasks/69ba6b97cfc15ea9c122ac56,1,0,142.09450699991066,142.09450699991066,142.09450699991066,142.09450699991066,186.0,0.017339164950200662,0.0,140,140,140,140,140,140,140,140,140,140,140
PATCH,/api/tasks/69ba6b97cfc15ea9c122ac56,1,1,94.34783200003949,94.34783200003949,94.34783200003949,94.34783200003949,42.0,0.017339164950200662,0.017339164950200662,94,94,94,94,94,94,94,94,94,94,94
DELETE,/api/tasks/69ba6b97cfc15ea9c122ac57,1,0,154.43253900002674,154.43253900002674,154.43253900002674,154.43253900002674,31.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/tasks/69ba6b97cfc15ea9c122ac57,1,0,149.28780799982633,149.28780799982633,149.28780799982633,149.28780799982633,186.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
PATCH,/api/tasks/69ba6b97cfc15ea9c122ac57,1,1,561.2330950002615,561.2330950002615,561.2330950002615,561.2330950002615,42.0,0.017339164950200662,0.017339164950200662,560,560,560,560,560,560,560,560,560,560,560
DELETE,/api/tasks/69ba6b97cfc15ea9c122ac58,1,0,146.91332900019916,146.91332900019916,146.91332900019916,146.91332900019916,31.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/tasks/69ba6b97cfc15ea9c122ac58,1,0,148.59462599997642,148.59462599997642,148.59462599997642,148.59462599997642,186.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
PATCH,/api/tasks/69ba6b97cfc15ea9c122ac58,1,1,570.8448740001586,570.8448740001586,570.8448740001586,570.8448740001586,42.0,0.017339164950200662,0.017339164950200662,570,570,570,570,570,570,570,570,570,570,570
DELETE,/api/tasks/69ba6b97cfc15ea9c122ac59,1,0,144.71596099974704,144.71596099974704,144.71596099974704,144.71596099974704,31.0,0.017339164950200662,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/api/tasks/69ba6b97cfc15ea9c122ac59,1,0,149.09402299963403,149.09402299963403,149.09402299963403,149.09402299963403,186.0,0.017339164950200662,0.0,150,150,150,150,150,150,150,150,150,150,150
PATCH,/api/tasks/69ba6b97cfc15ea9c122ac59,1,1,574.7589709999374,574.7589709999374,574.7589709999374,574.7589709999374,42.0,0.017339164950200662,0.017339164950200662,570,570,570,570,570,570,570,570,570,570,570
DELETE,/api/tasks/69ba6b97cfc15ea9c122ac5a,1,0,121.69092699969042,121.69092699969042,121.69092699969042,121.69092699969042,31.0,0.017339164950200662,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/tasks/69ba6b97cfc15ea9c122ac5a,1,0,567.1262420000858,567.1262420000858,567.1262420000858,567.1262420000858,186.0,0.017339164950200662,0.0,570,570,570,570,570,570,570,570,570,570,570
PATCH,/api/tasks/69ba6b97cfc15ea9c122ac5a,1,1,133.04967600015516,133.04967600015516,133.04967600015516,133.04967600015516,42.0,0.017339164950200662,0.017339164950200662,130,130,130,130,130,130,130,130,130,130,130
DELETE,/api/tasks/69ba6b98cfc15ea9c122ac5b,1,0,141.1624950001169,141.1624950001169,141.1624950001169,141.1624950001169,31.0,0.017339164950200662,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/api/tasks/69ba6b98cfc15ea9c122ac5b,1,0,142.40547200006404,142.40547200006404,142.40547200006404,142.40547200006404,186.0,0.017339164950200662,0.0,140,140,140,140,140,140,140,140,140,140,140
PATCH,/api/tasks/69ba6b98cfc15ea9c122ac5b,1,1,113.51516500008074,113.51516500008074,113.51516500008074,113.51516500008074,42.0,0.017339164950200662,0.017339164950200662,110,110,110,110,110,110,110,110,110,110,110
DELETE,/api/tasks/69ba6b98cfc15ea9c122ac5c,1,0,299.7714520001864,299.7714520001864,299.7714520001864,299.7714520001864,31.0,0.017339164950200662,0.0,300,300,300,300,300,300,300,300,300,300,300
GET,/api/tasks/69ba6b98cfc15ea9c122ac5c,1,0,127.07137000006696,127.07137000006696,127.07137000006696,127.07137000006696,186.0,0.017339164950200662,0.0,130,130,130,130,130,130,130,130,130,130,130
PATCH,/api/tasks/69ba6b98cfc15ea9c122ac5c,1,1,113.61502499994458,113.61502499994458,113.61502499994458,113.61502499994458,42.0,0.017339164950200662,0.017339164950200662,110,110,110,110,110,110,110,110,110,110,110
DELETE,/api/tasks/69ba6b98cfc15ea9c122ac5d,1,0,240.88295699993978,240.88295699993978,240.88295699993978,240.88295699993978,31.0,0.017339164950200662,0.0,240,240,240,240,240,240,240,240,240,240,240
GET,/api/tasks/69ba6b98cfc15ea9c122ac5d,1,0,128.14824299994143,128.14824299994143,128.14824299994143,128.14824299994143,186.0,0.017339164950200662,0.0,130,130,130,130,130,130,130,130,130,130,130
PATCH,/api/tasks/69ba6b98cfc15ea9c122ac5d,1,1,148.772843000188,148.772843000188,148.772843000188,148.772843000188,42.0,0.017339164950200662,0.017339164950200662,150,150,150,150,150,150,150,150,150,150,150
DELETE,/api/tasks/69ba6b98cfc15ea9c122ac5e,1,0,303.41284199994334,303.41284199994334,303.41284199994334,303.41284199994334,31.0,0.017339164950200662,0.0,300,300,300,300,300,300,300,300,300,300,300
