Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PATCH,/api/tasks/69ba7593cfc15ea9c122acb8,1,1,29.408071999569074,29.408071999569074,29.408071999569074,29.408071999569074,42.0,0.03425923910386646,0.03425923910386646,29,29,29,29,29,29,29,29,29,29,29
DELETE,/api/tasks/69ba7593cfc15ea9c122acb9,1,0,31.058067999765626,31.058067999765626,31.058067999765626,31.058067999765626,31.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/api/tasks/69ba7593cfc15ea9c122acb9,1,0,25.95055300025706,25.95055300025706,25.95055300025706,25.95055300025706,186.0,0.03425923910386646,0.0,26,26,26,26,26,26,26,26,26,26,26
PATCH,/api/tasks/69ba7593cfc15ea9c122acb9,1,1,29.747888000201783,29.747888000201783,29.747888000201783,29.747888000201783,42.0,0.03425923910386646,0.03425923910386646,30,30,30,30,30,30,30,30,30,30,30
DELETE,/api/tasks/69ba7593cfc15ea9c122acba,1,0,33.0012929998702,33.0012929998702,33.0012929998702,33.0012929998702,31.0,0.03425923910386646,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/api/tasks/69ba7593cfc15ea9c122acba,1,0,30.638542999440688,30.638542999440688,30.638542999440688,30.638542999440688,186.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
PATCH,/api/tasks/69ba7593cfc15ea9c122acba,1,1,241.92361600034928,241.92361600034928,241.92361600034928,241.92361600034928,42.0,0.03425923910386646,0.03425923910386646,240,240,240,240,240,240,240,240,240,240,240
DELETE,/api/tasks/69ba7594cfc15ea9c122acbb,1,0,37.115307999556535,37.115307999556535,37.115307999556535,37.115307999556535,31.0,0.03425923910386646,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,/api/tasks/69ba7594cfc15ea9c122acbb,1,0,26.33858599983796,26.33858599983796,26.33858599983796,26.33858599983796,186.0,0.03425923910386646,0.0,26,26,26,26,26,26,26,26,26,26,26
PATCH,/api/tasks/69ba7594cfc15ea9c122acbb,1,1,22.57845899930544,22.57845899930544,22.57845899930544,22.57845899930544,42.0,0.03425923910386646,0.03425923910386646,23,23,23,23,23,23,23,23,23,23,23
DELETE,/api/tasks/69ba7595cfc15ea9c122acbc,1,0,107.44110399991769,107.44110399991769,107.44110399991769,107.44110399991769,31.0,0.03425923910386646,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/tasks/69ba7595cfc15ea9c122acbc,1,0,138.08037800026796,138.08037800026796,138.08037800026796,138.08037800026796,186.0,0.03425923910386646,0.0,140,140,140,140,140,140,140,140,140,140,140
PATCH,/api/tasks/69ba7595cfc15ea9c122acbc,1,1,113.1737810001141,113.1737810001141,113.1737810001141,113.1737810001141,42.0,0.03425923910386646,0.03425923910386646,110,110,110,110,110,110,110,110,110,110,110
DELETE,/api/tasks/69ba7596cfc15ea9c122acbd,1,0,40.05430100005469,40.05430100005469,40.05430100005469,40.05430100005469,31.0,0.03425923910386646,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/api/tasks/69ba7596cfc15ea9c122acbd,1,0,33.84104899942031,33.84104899942031,33.84104899942031,33.84104899942031,186.0,0.03425923910386646,0.0,34,34,34,34,34,34,34,34,34,34,34
PATCH,/api/tasks/69ba7596cfc15ea9c122acbd,1,1,43.76121099994634,43.76121099994634,43.76121099994634,43.76121099994634,42.0,0.03425923910386646,0.03425923910386646,44,44,44,44,44,44,44,44,44,44,44
DELETE,/api/tasks/69ba7596cfc15ea9c122acbe,1,0,34.99489800014999,34.99489800014999,34.99489800014999,34.99489800014999,31.0,0.03425923910386646,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/api/tasks/69ba7596cfc15ea9c122acbe,1,0,30.39255699968635,30.39255699968635,30.39255699968635,30.39255699968635,186.0,0.03425923910386646,0.0,30,30,30,30,30,30,30,30,30,30,30
PATCH,/api/tasks/69ba7596cfc15ea9c122acbe,1,1,20.522509000329592,20.522509000329592,20.522509000329592,20.522509000329592,42.0,0.03425923910386646,0.03425923910386646,21,21,21,21,21,21,21,21,21,21,21
DELETE,/api/tasks/69ba7596cfc15ea9c122acbf,1,0,28.28563699949882,28.28563699949882,28.28563699949882,28.28563699949882,31.0,0.03425923910386646,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/api/tasks/69ba7596cfc15ea9c122acbf,1,0,31.55702399999427,31.55702399999427,31.55702399999427,31.55702399999427,186.0,0.03425923910386646,0.0,32,32,32,32,32,32,32,32,32,32,32
PATCH,/api/tasks/69ba7596cfc15ea9c122acbf,1,1,22.76254600019456,22.76254600019456,22.76254600019456,22.76254600019456,42.0,0.03425923910386646,0.03425923910386646,23,23,23,23,23,23,23,23,23,23,23
DELETE,/api/tasks/69ba7596cfc15ea9c122acc0,1,0,28.655878999416018,28.655878999416018,28.655878999416018,28.655878999416018,31.0,0.03425923910386646,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/api/tasks/69ba7596cfc15ea9c122acc0,1,0,28.197153999826696,28.197153999826696,28.197153999826696,28.197153999826696,186.0,0.03425923910386646,0.0,28,28,28,28,28,28,28,28,28,28,28
PATCH,/api/tasks/69ba7596cfc15ea9c122acc0,1,1,22.115789000054065,22.115789000054065,22.115789000054065,22.115789000054065,42.0,0.03425923910386646,0.03425923910386646,22,22,22,22,22,22,22,22,22,22,22
DELETE,/api/tasks/69ba7596cfc15ea9c122acc1,1,0,37.619052000081865,37.619052000081865,37.619052000081865,37.619052000081865,31.0,0.03425923910386646,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/api/tasks/69ba7596cfc15ea9c122acc1,1,0,32.46829199997592,32.46829199997592,32.46829199997592,32.46829199997592,186.0,0.03425923910386646,0.0,32,32,32,32,32,32,32,32,32,32,32
PATCH,/api/tasks/69ba7596cfc15ea9c122acc1,1,1,27.664557000207424,27.664557000207424,27.664557000207424,27.664557000207424,42.0,0.03425923910386646,0.03425923910386646,28,28,28,28,28,28,28,28,28,28,28
DELETE,/api/tasks/69ba7596cfc15ea9c122acc2,1,0,31.02528199997323,31.02528199997323,31.02528199997323,31.02528199997323,31.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/api/tasks/69ba7596cfc15ea9c122acc2,1,0,35.35553800065827,35.35553800065827,35.35553800065827,35.35553800065827,186.0,0.03425923910386646,0.0,35,35,35,35,35,35,35,35,35,35,35
PATCH,/api/tasks/69ba7596cfc15ea9c122acc2,1,1,23.409047000313876,23.409047000313876,23.409047000313876,23.409047000313876,42.0,0.03425923910386646,0.03425923910386646,23,23,23,23,23,23,23,23,23,23,23
DELETE,/api/tasks/69ba7596cfc15ea9c122acc3,1,0,34.03047800020431,34.03047800020431,34.03047800020431,34.03047800020431,31.0,0.03425923910386646,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/api/tasks/69ba7596cfc15ea9c122acc3,1,0,30.05451900025946,30.05451900025946,30.05451900025946,30.05451900025946,186.0,0.03425923910386646,0.0,30,30,30,30,30,30,30,30,30,30,30
PATCH,/api/tasks/69ba7596cfc15ea9c122acc3,1,1,22.492240999781643,22.492240999781643,22.492240999781643,22.492240999781643,42.0,0.03425923910386646,0.03425923910386646,22,22,22,22,22,22,22,22,22,22,22
DELETE,/api/tasks/69ba7596cfc15ea9c122acc4,1,0,27.19157699993957,27.19157699993957,27.19157699993957,27.19157699993957,31.0,0.03425923910386646,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/api/tasks/69ba7596cfc15ea9c122acc4,1,0,24.272517999634147,24.272517999634147,24.272517999634147,24.272517999634147,186.0,0.03425923910386646,0.0,24,24,24,24,24,24,24,24,24,24,24
PATCH,/api/tasks/69ba7596cfc15ea9c122acc4,1,1,23.324615000092308,23.324615000092308,23.324615000092308,23.324615000092308,42.0,0.03425923910386646,0.03425923910386646,23,23,23,23,23,23,23,23,23,23,23
DELETE,/api/tasks/69ba7597cfc15ea9c122acc5,1,0,28.18188600031135,28.18188600031135,28.18188600031135,28.18188600031135,31.0,0.03425923910386646,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/api/tasks/69ba7597cfc15ea9c122acc5,1,0,25.786849999349215,25.786849999349215,25.786849999349215,25.786849999349215,186.0,0.03425923910386646,0.0,26,26,26,26,26,26,26,26,26,26,26
PATCH,/api/tasks/69ba7597cfc15ea9c122acc5,1,1,20.09163799993985,20.09163799993985,20.09163799993985,20.09163799993985,42.0,0.03425923910386646,0.03425923910386646,20,20,20,20,20,20,20,20,20,20,20
DELETE,/api/tasks/69ba7598cfc15ea9c122acc6,1,0,258.36721599989687,258.36721599989687,258.36721599989687,258.36721599989687,31.0,0.03425923910386646,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/api/tasks/69ba7598cfc15ea9c122acc6,1,0,311.8044760003613,311.8044760003613,311.8044760003613,311.8044760003613,186.0,0.03425923910386646,0.0,310,310,310,310,310,310,310,310,310,310,310
PATCH,/api/tasks/69ba7598cfc15ea9c122acc6,1,1,35.01887899983558,35.01887899983558,35.01887899983558,35.01887899983558,42.0,0.03425923910386646,0.03425923910386646,35,35,35,35,35,35,35,35,35,35,35
DELETE,/api/tasks/69ba7598cfc15ea9c122acc7,1,0,28.494148999925528,28.494148999925528,28.494148999925528,28.494148999925528,31.0,0.03425923910386646,0.0,28,28,28,28,28,28,28,28,28,28,28
GET,/api/tasks/69ba7598cfc15ea9c122acc7,1,0,58.320727000136685,58.320727000136685,58.320727000136685,58.320727000136685,186.0,0.03425923910386646,0.0,58,58,58,58,58,58,58,58,58,58,58
PATCH,/api/tasks/69ba7598cfc15ea9c122acc7,1,1,32.395224999163474,32.395224999163474,32.395224999163474,32.395224999163474,42.0,0.03425923910386646,0.03425923910386646,32,32,32,32,32,32,32,32,32,32,32
DELETE,/api/tasks/69ba7599cfc15ea9c122acc8,1,0,34.05954999925598,34.05954999925598,34.05954999925598,34.05954999925598,31.0,0.03425923910386646,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/api/tasks/69ba7599cfc15ea9c122acc8,1,0,31.16801500073052,31.16801500073052,31.16801500073052,31.16801500073052,186.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
PATCH,/api/tasks/69ba7599cfc15ea9c122acc8,1,1,32.618735000141896,32.618735000141896,32.618735000141896,32.618735000141896,42.0,0.03425923910386646,0.03425923910386646,33,33,33,33,33,33,33,33,33,33,33
DELETE,/api/tasks/69ba7599cfc15ea9c122acc9,1,0,28.560187999573827,28.560187999573827,28.560187999573827,28.560187999573827,31.0,0.03425923910386646,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/api/tasks/69ba7599cfc15ea9c122acc9,1,0,36.46043800017651,36.46043800017651,36.46043800017651,36.46043800017651,186.0,0.03425923910386646,0.0,36,36,36,36,36,36,36,36,36,36,36
PATCH,/api/tasks/69ba7599cfc15ea9c122acc9,1,1,20.143063999967126,20.143063999967126,20.143063999967126,20.143063999967126,42.0,0.03425923910386646,0.03425923910386646,20,20,20,20,20,20,20,20,20,20,20
DELETE,/api/tasks/69ba7599cfc15ea9c122acca,1,0,63.94080500012933,63.94080500012933,63.94080500012933,63.94080500012933,31.0,0.03425923910386646,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/api/tasks/69ba7599cfc15ea9c122acca,1,0,31.321725000452716,31.321725000452716,31.321725000452716,31.321725000452716,186.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
PATCH,/api/tasks/69ba7599cfc15ea9c122acca,1,1,251.29742700028146,251.29742700028146,251.29742700028146,251.29742700028146,42.0,0.03425923910386646,0.03425923910386646,250,250,250,250,250,250,250,250,250,250,250
DELETE,/api/tasks/69ba7599cfc15ea9c122accb,1,0,29.365045999838912,29.365045999838912,29.365045999838912,29.365045999838912,31.0,0.03425923910386646,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/api/tasks/69ba7599cfc15ea9c122accb,1,0,29.258833000312734,29.258833000312734,29.258833000312734,29.258833000312734,186.0,0.03425923910386646,0.0,29,29,29,29,29,29,29,29,29,29,29
PATCH,/api/tasks/69ba7599cfc15ea9c122accb,1,1,23.31742000023951,23.31742000023951,23.31742000023951,23.31742000023951,42.0,0.03425923910386646,0.03425923910386646,23,23,23,23,23,23,23,23,23,23,23
DELETE,/api/tasks/69ba7599cfc15ea9c122accc,1,0,30.281757999546244,30.281757999546244,30.281757999546244,30.281757999546244,31.0,0.03425923910386646,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/api/tasks/69ba7599cfc15ea9c122accc,1,0,25.86846499980311,25.86846499980311,25.86846499980311,25.86846499980311,186.0,0.03425923910386646,0.0,26,26,26,26,26,26,26,26,26,26,26
PATCH,/api/tasks/69ba7599cfc15ea9c122accc,1,1,19.746048000342853,19.746048000342853,19.746048000342853,19.746048000342853,42.0,0.03425923910386646,0.03425923910386646,20,20,20,20,20,20,20,20,20,20,20
DELETE,/api/tasks/69ba7599cfc15ea9c122accd,1,0,31.235096000273188,31.235096000273188,31.235096000273188,31.235096000273188,31.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/api/tasks/69ba7599cfc15ea9c122accd,1,0,55.362498000249616,55.362498000249616,55.362498000249616,55.362498000249616,186.0,0.03425923910386646,0.0,55,55,55,55,55,55,55,55,55,55,55
PATCH,/api/tasks/69ba7599cfc15ea9c122accd,1,1,19.748249999793188,19.748249999793188,19.748249999793188,19.748249999793188,42.0,0.03425923910386646,0.03425923910386646,20,20,20,20,20,20,20,20,20,20,20
DELETE,/api/tasks/69ba7599cfc15ea9c122acce,1,0,24.95016700049746,24.95016700049746,24.95016700049746,24.95016700049746,31.0,0.03425923910386646,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/api/tasks/69ba7599cfc15ea9c122acce,1,0,25.966772999709065,25.966772999709065,25.966772999709065,25.966772999709065,186.0,0.03425923910386646,0.0,26,26,26,26,26,26,26,26,26,26,26
PATCH,/api/tasks/69ba7599cfc15ea9c122acce,1,1,18.987680000464024,18.987680000464024,18.987680000464024,18.987680000464024,42.0,0.03425923910386646,0.03425923910386646,19,19,19,19,19,19,19,19,19,19,19
DELETE,/api/tasks/69ba7599cfc15ea9c122accf,1,0,34.446656000000075,34.446656000000075,34.446656000000075,34.446656000000075,31.0,0.03425923910386646,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/api/tasks/69ba7599cfc15ea9c122accf,1,0,22.194280999428884,22.194280999428884,22.194280999428884,22.194280999428884,186.0,0.03425923910386646,0.0,22,22,22,22,22,22,22,22,22,22,22
PATCH,/api/tasks/69ba7599cfc15ea9c122accf,1,1,17.081384000448452,17.081384000448452,17.081384000448452,17.081384000448452,42.0,0.03425923910386646,0.03425923910386646,17,17,17,17,17,17,17,17,17,17,17
DELETE,/api/tasks/69ba759bcfc15ea9c122acd0,1,0,107.90636300043843,107.90636300043843,107.90636300043843,107.90636300043843,31.0,0.03425923910386646,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/tasks/69ba759bcfc15ea9c122acd0,1,0,42.31472399987979,42.31472399987979,42.31472399987979,42.31472399987979,186.0,0.03425923910386646,0.0,42,42,42,42,42,42,42,42,42,42,42
PATCH,/api/tasks/69ba759bcfc15ea9c122acd0,1,1,52.31144699973811,52.31144699973811,52.31144699973811,52.31144699973811,42.0,0.03425923910386646,0.03425923910386646,52,52,52,52,52,52,52,52,52,52,52
DELETE,/api/tasks/69ba759bcfc15ea9c122acd1,1,0,149.797586999739,149.797586999739,149.797586999739,149.797586999739,31.0,0.03425923910386646,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/tasks/69ba759bcfc15ea9c122acd1,1,0,34.37709900026675,34.37709900026675,34.37709900026675,34.37709900026675,186.0,0.03425923910386646,0.0,34,34,34,34,34,34,34,34,34,34,34
PATCH,/api/tasks/69ba759bcfc15ea9c122acd1,1,1,24.858021000000008,24.858021000000008,24.858021000000008,24.858021000000008,42.0,0.03425923910386646,0.03425923910386646,25,25,25,25,25,25,25,25,25,25,25
DELETE,/api/tasks/69ba759bcfc15ea9c122acd2,1,0,119.8406370003795,119.8406370003795,119.8406370003795,119.8406370003795,31.0,0.03425923910386646,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/tasks/69ba759bcfc15ea9c122acd2,1,0,40.50630599977012,40.50630599977012,40.50630599977012,40.50630599977012,186.0,0.03425923910386646,0.0,41,41,41,41,41,41,41,41,41,41,41
PATCH,/api/tasks/69ba759bcfc15ea9c122acd2,1,1,39.613910999833024,39.613910999833024,39.613910999833024,39.613910999833024,42.0,0.03425923910386646,0.03425923910386646,40,40,40,40,40,40,40,40,40,40,40
DELETE,/api/tasks/69ba759bcfc15ea9c122acd3,1,0,33.485609000308614,33.485609000308614,33.485609000308614,33.485609000308614,31.0,0.03425923910386646,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/api/tasks/69ba759bcfc15ea9c122acd3,1,0,27.835922000122082,27.835922000122082,27.835922000122082,27.835922000122082,186.0,0.03425923910386646,0.0,28,28,28,28,28,28,28,28,28,28,28
PATCH,/api/tasks/69ba759bcfc15ea9c122acd3,1,1,24.493357999745058,24.493357999745058,24.493357999745058,24.493357999745058,42.0,0.03425923910386646,0.03425923910386646,24,24,24,24,24,24,24,24,24,24,24
DELETE,/api/tasks/69ba759bcfc15ea9c122acd4,1,0,55.046219999894674,55.046219999894674,55.046219999894674,55.046219999894674,31.0,0.03425923910386646,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/api/tasks/69ba759bcfc15ea9c122acd4,1,0,247.91785999968852,247.91785999968852,247.91785999968852,247.91785999968852,186.0,0.03425923910386646,0.0,250,250,250,250,250,250,250,250,250,250,250
PATCH,/api/tasks/69ba759bcfc15ea9c122acd4,1,1,34.4046870004604,34.4046870004604,34.4046870004604,34.4046870004604,42.0,0.03425923910386646,0.03425923910386646,34,34,34,34,34,34,34,34,34,34,34
DELETE,/api/tasks/69ba759bcfc15ea9c122acd5,1,0,27.190060000066296,27.190060000066296,27.190060000066296,27.190060000066296,31.0,0.03425923910386646,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,/api/tasks/69ba759bcfc15ea9c122acd5,1,0,30.682909000461223,30.682909000461223,30.682909000461223,30.682909000461223,186.0,0.03425923910386646,0.0,31,31,31,31,31,31,31,31,31,31,31
PATCH,/api/tasks/69ba759bcfc15ea9c122acd5,1,1,26.89102099975571,26.89102099975571,26.89102099975571,26.89102099975571,42.0,0.03425923910386646,0.03425923910386646,27,27,27,27,27,27,27,27,27,27,27
DELETE,/api/tasks/69ba759bcfc15ea9c122acd6,1,0,29.054026000267186,29.054026000267186,29.054026000267186,29.054026000267186,31.0,0.03425923910386646,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/api/tasks/69ba759bcfc15ea9c122acd6,1,0,27.134387000842253,27.134387000842253,27.134387000842253,27.134387000842253,186.0,0.03425923910386646,0.0,27,27,27,27,27,27,27,27,27,27,27
PATCH,/api/tasks/69ba759bcfc15ea9c122acd6,1,1,24.653460999616073,24.653460999616073,24.653460999616073,24.653460999616073,42.0,0.03425923910386646,0.03425923910386646,25,25,25,25,25,25,25,25,25,25,25
DELETE,/api/tasks/69ba759bcfc15ea9c122acd7,1,0,57.70147899966105,57.70147899966105,57.70147899966105,57.70147899966105,31.0,0.03425923910386646,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/tasks/69ba759bcfc15ea9c122acd7,1,0,26.912766999885207,26.912766999885207,26.912766999885207,26.912766999885207,186.0,0.03425923910386646,0.0,27,27,27,27,27,27,27,27,27,27,27
PATCH,/api/tasks/69ba759bcfc15ea9c122acd7,1,1,27.783529999396706,27.783529999396706,27.783529999396706,27.783529999396706,42.0,0.03425923910386646,0.03425923910386646,28,28,28,28,28,28,28,28,28,28,28
DELETE,/api/tasks/69ba759ccfc15ea9c122acd8,1,0,39.75596600048448,39.75596600048448,39.75596600048448,39.75596600048448,31.0,0.03425923910386646,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/api/tasks/69ba759ccfc15ea9c122acd8,1,0,32.4071590002859,32.4071590002859,32.4071590002859,32.4071590002859,186.0,0.03425923910386646,0.0,32,32,32,32,32,32,32,32,32,32,32
PATCH,/api/tasks/69ba759ccfc15ea9c122acd8,1,1,20.9485940004015,20.9485940004015,20.9485940004015,20.9485940004015,42.0,0.03425923910386646,0.03425923910386646,21,21,21,21,21,21,21,21,21,21,21
DELETE,/api/tasks/69ba759ccfc15ea9c122acd9,1,0,30.13110299980326,30.13110299980326,30.13110299980326,30.13110299980326,31.0,0.03425923910386646,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/api/tasks/69ba759ccfc15ea9c122acd9,1,0,28.48345500024152,28.48345500024152,28.48345500024152,28.48345500024152,186.0,0.03425923910386646,0.0,28,28,28,28,28,28,28,28,28,28,28
PATCH,/api/tasks/69ba759ccfc15ea9c122acd9,1,1,22.65240700035065,22.65240700035065,22.65240700035065,22.65240700035065,42.0,0.03425923910386646,0.03425923910386646,23,23,23,23,23,23,23,23,23,23,23
DELETE,/api/tasks/69ba759dcfc15ea9c122acda,1,0,65.87000499985152,65.87000499985152,65.87000499985152,65.87000499985152,31.0,0.03425923910386646,0.0,66,66,66,66,66,66,66,66,66,66,66
GET,/api/tasks/69ba759dcfc15ea9c122acda,1,0,155.2285790003225,155.2285790003225,155.2285790003225,155.2285790003225,186.0,0.03425923910386646,0.0,160,160,160,160,160,160,160,160,160,160,160
PATCH,/api/tasks/69ba759dcfc15ea9c122acda,1,1,98.29114599961031,98.29114599961031,98.29114599961031,98.29114599961031,42.0,0.03425923910386646,0.03425923910386646,98,98,98,98,98,98,98,98,98,98,98
DELETE,/api/tasks/69ba759dcfc15ea9c122acdb,1,0,74.71898600033455,74.71898600033455,74.71898600033455,74.71898600033455,31.0,0.03425923910386646,0.0,75,75,75,75,75,75,75,75,75,75,75
GET,/api/tasks/69ba759dcfc15ea9c122acdb,1,0,51.25691699959134,51.25691699959134,51.25691699959134,51.25691699959134,186.0,0.03425923910386646,0.0,51,51,51,51,51,51,51,51,51,51,51
PATCH,/api/tasks/69ba759dcfc15ea9c122acdb,1,1,27.575844999773835,27.575844999773835,27.575844999773835,27.575844999773835,42.0,0.03425923910386646,0.03425923910386646,28,28,28,28,28,28,28,28,28,28,28
DELETE,/api/tasks/69ba759ecfc15ea9c122acdc,1,0,38.65039100037393,38.65039100037393,38.65039100037393,38.65039100037393,31.0,0.03425923910386646,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/api/tasks/69ba759ecfc15ea9c122acdc,1,0,42.243935000442434,42.243935000442434,42.243935000442434,42.243935000442434,186.0,0.03425923910386646,0.0,42,42,42,42,42,42,42,42,42,42,42
